ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,RNA_Avg_fold,RNA_Covered_bases,RNA_Covered_percent,Read_GC,Origin,,Origin
2959,194.1423,7177,0.4735,100,7177,4662,4638,0.473,57.9151,1813,0.252612512,0.5396,Takifugu,,Takifugu
2960,277.9609,36626,0.4113,100,36626,2914,2853,0.4222,2.1919,1305,0.035630426,0.4999,Takifugu,,Takifugu
2961,74.3599,7100,0.5334,100,7100,1683,1702,0.5363,23.5389,919,0.12943662,0.6338,Takifugu,,Takifugu
2962,104.5789,7124,0.4496,100,7124,2377,2423,0.446,23.3324,1867,0.26207187,0.4632,Takifugu,,Takifugu
2963,119.1609,7110,0.5408,92.7707,6596,2829,2826,0.5446,24.9308,1645,0.231364276,0.6064,Takifugu,,Takifugu
2964,1.8469,7120,0.4496,66.3904,4727,38,41,0.426,2.2375,986,0.138483146,0.4798,Takifugu,,Takifugu
2965,15.6141,36647,0.4188,13.9984,5130,1927,1908,0.4235,5.1438,1266,0.034545802,0.4674,Takifugu,,Takifugu
2966,137.9031,7103,0.443,98.8033,7018,3245,3323,0.4417,24.3879,3303,0.465014782,0.5047,Takifugu,,Takifugu
2967,120.3072,7128,0.5112,100,7128,2778,2784,0.5243,23.3733,2166,0.303872054,0.5595,Takifugu,,Takifugu
2968,90.7928,7043,0.4618,100,7043,2075,2038,0.4695,20.6912,2842,0.403521227,0.5193,Takifugu,,Takifugu
2969,222.3102,7082,0.3914,99.9859,7081,5242,5357,0.3969,58.1121,3387,0.47825473,0.4395,Takifugu,,Takifugu
2971,91.6255,7063,0.5413,95.0729,6715,2169,2174,0.5471,24.5217,3741,0.529661617,0.5829,Takifugu,,Takifugu
2972,142.3199,6895,0.5336,100,6895,2840,2865,0.5153,11.8241,2287,0.33168963,0.5371,Takifugu,,Takifugu
2973,101.56,6979,0.4869,100,6979,2359,2373,0.4896,34.6222,2178,0.312079094,0.5644,Takifugu,,Takifugu
2974,102.2991,7037,0.4448,93.6194,6588,2420,2441,0.4585,0,0,0,0,Takifugu,,Takifugu
2975,109.844,7019,0.4592,100,7019,2564,2582,0.4565,0,0,0,0,Takifugu,,Takifugu
2976,129.1746,7017,0.487,100,7017,3027,3023,0.4885,23.1754,2885,0.411144364,0.5475,Takifugu,,Takifugu
2977,122.2937,6984,0.3862,99.957,6981,2890,2886,0.3863,12.4601,2682,0.384020619,0.4831,Takifugu,,Takifugu
2978,118.7413,7032,0.4171,88.2253,6204,2777,2789,0.4205,3.9243,949,0.134954494,0.4422,Takifugu,,Takifugu
2979,115.7253,6957,0.4222,100,6957,2656,2617,0.4307,0,0,0,0,Takifugu,,Takifugu
2980,133.4928,6985,0.4335,81.3744,5684,3205,3108,0.4267,3.9794,905,0.12956335,0.4771,Takifugu,,Takifugu
2981,108.2969,6973,0.5649,100,6973,2510,2586,0.559,12.086,1499,0.214972035,0.6412,Takifugu,,Takifugu
2982,114.7596,6969,0.4237,99.426,6929,2690,2655,0.4378,10.3467,513,0.073611709,0.4513,Takifugu,,Takifugu
2984,153.2809,6977,0.3811,100,6977,3589,3593,0.4007,2.4535,481,0.068940806,0.4227,Takifugu,,Takifugu
2985,118.1746,6976,0.503,100,6976,2733,2745,0.5098,0,0,0,0,Takifugu,,Takifugu
2986,304.4315,36500,0.4456,100,36500,2254,2260,0.4525,0.2958,200,0.005479452,0.4647,Takifugu,,Takifugu
2987,94.9841,6966,0.4717,98.6362,6871,2207,2197,0.4751,24.2686,204,0.029285099,0.4708,Takifugu,,Takifugu
2988,130.7404,6911,0.4428,100,6911,3003,3000,0.4368,0,0,0,0,Takifugu,,Takifugu
2990,242.4443,6892,0.4191,100,6892,5749,5583,0.4211,8.5932,937,0.13595473,0.449,Takifugu,,Takifugu
2991,151.8562,6948,0.4054,99.9856,6947,3526,3506,0.4539,22.6957,758,0.109096143,0.4639,Takifugu,,Takifugu
2992,104.4793,6877,0.5151,100,6877,2442,2408,0.5212,7.2013,994,0.14453977,0.5717,Takifugu,,Takifugu
2993,105.4552,6931,0.4888,100,6931,2405,2417,0.4897,27.3115,2242,0.323474246,0.5107,Takifugu,,Takifugu
2994,20.2548,36430,0.5563,17.955,6541,2489,2482,0.556,25.1341,3509,0.096321713,0.5862,Takifugu,,Takifugu
2995,126.8459,6912,0.434,90.2633,6239,2858,2887,0.4462,9.9679,1411,0.204137731,0.5008,Takifugu,,Takifugu
2996,217.8339,6911,0.5029,100,6911,5276,5255,0.5797,30.3293,1931,0.279409637,0.5042,Takifugu,,Takifugu
2999,76.4789,36422,0.4137,100,36422,3967,3966,0.3957,11.0798,3035,0.083328757,0.4542,Takifugu,,Takifugu
3000,107.0057,6875,0.4398,98.8073,6793,2469,2463,0.4459,0,0,0,0,Takifugu,,Takifugu
3005,235.3759,6860,0.4357,100,6860,5369,5369,0.4582,0.2264,195,0.028425656,0.4374,Takifugu,,Takifugu
3006,10.7539,51482,0.5605,10.2754,5290,1825,1822,0.5613,0,0,0,0,Takifugu,,Takifugu
3007,102.6739,6832,0.4941,92.8718,6345,2306,2354,0.4976,2.9398,1051,0.153834895,0.6034,Takifugu,,Takifugu
3008,105.3819,6811,0.4402,100,6811,2413,2431,0.4381,21.4218,2668,0.391719278,0.5079,Takifugu,,Takifugu
3009,107.8269,8161,0.4648,100,8161,2637,2722,0.4795,0,0,0,0,Takifugu,,Takifugu
3011,104.5768,6754,0.4249,100,6754,2271,2245,0.4225,22.9479,2185,0.323511993,0.476,Takifugu,,Takifugu
3012,103.8872,6765,0.3931,94.4863,6392,2030,2030,0.3979,9.8241,1022,0.151071693,0.4356,Takifugu,,Takifugu
3013,127.9928,6780,0.4586,97.7139,6625,2878,2888,0.4624,5.3199,633,0.093362832,0.4909,Takifugu,,Takifugu
3015,448.1627,6760,0.4525,100,6760,9926,9925,0.5063,1.3087,312,0.046153846,0.3993,Takifugu,,Takifugu
3017,105.0604,6733,0.5429,100,6733,2320,2362,0.5456,15.5466,2386,0.354373979,0.6029,Takifugu,,Takifugu
3019,58.2821,8007,0.5254,60.9217,4878,1572,1604,0.528,10.2605,1380,0.172349194,0.5693,Takifugu,,Takifugu
3020,91.5607,6741,0.5002,97.4039,6566,2058,2056,0.4942,19.9054,2447,0.363002522,0.5476,Takifugu,,Takifugu
3021,162.3431,7150,0.507,100,7150,2723,2716,0.5243,10.1329,959,0.134125874,0.5373,Takifugu,,Takifugu
3022,100.2457,6716,0.4786,100,6716,2228,2228,0.4807,0,0,0,0,Takifugu,,Takifugu
3024,107.5415,6689,0.4176,100,6689,2328,2348,0.4198,36.8333,1803,0.269547017,0.4293,Takifugu,,Takifugu
3025,108.1398,6679,0.5651,90.6273,6053,2374,2391,0.5753,11.6522,2201,0.32954035,0.5907,Takifugu,,Takifugu
3026,98.1548,6607,0.3537,99.9697,6605,2162,2162,0.3524,6.6363,883,0.133646133,0.4411,Takifugu,,Takifugu
3027,144.4115,6692,0.4399,99.9402,6688,3126,3106,0.4311,3.1742,379,0.056634788,0.3537,Takifugu,,Takifugu
3028,250.7325,6724,0.4459,100,6724,5391,5398,0.4413,1.6443,446,0.066329566,0.4409,Takifugu,,Takifugu
3029,102.0374,6715,0.4696,100,6715,2276,2270,0.4647,0.5924,164,0.024422934,0.6147,Takifugu,,Takifugu
3030,152.7899,6706,0.4251,100,6706,3402,3447,0.434,10.1883,1307,0.194900089,0.5699,Takifugu,,Takifugu
3031,98.2249,6631,0.5183,100,6631,2183,2160,0.5192,9.6284,1022,0.154124566,0.5659,Takifugu,,Takifugu
3033,108.1263,6675,0.4448,100,6675,2250,2259,0.4392,0,0,0,0,Takifugu,,Takifugu
3034,100.8202,6659,0.4818,100,6659,2243,2250,0.4817,29.4965,2034,0.305451269,0.5151,Takifugu,,Takifugu
3035,103.1353,6595,0.4687,100,6595,2345,2292,0.4708,0,0,0,0,Takifugu,,Takifugu
3036,92.4305,6651,0.5067,96.9929,6451,2045,2050,0.5079,8.6271,685,0.102992031,0.5364,Takifugu,,Takifugu
3037,207.9128,35917,0.4928,97.7893,35123,2483,2410,0.4893,36.1162,1919,0.053428738,0.4931,Takifugu,,Takifugu
3038,101.4395,6642,0.5485,89.3104,5932,2222,2222,0.5524,21.8881,2117,0.318729298,0.5816,Takifugu,,Takifugu
3039,95.8176,6643,0.5348,100,6643,2124,2126,0.5332,4.5215,806,0.121330724,0.682,Takifugu,,Takifugu
3040,156.193,6615,0.5336,99.8639,6606,3441,3478,0.5332,26.1837,1175,0.177626606,0.6451,Takifugu,,Takifugu
3041,102.0076,6570,0.4161,99.8174,6558,2248,2235,0.4139,0,0,0,0,Takifugu,,Takifugu
3043,52.0078,6631,0.4194,71.7388,4757,1091,1113,0.3913,9.7231,1311,0.197707736,0.5381,Takifugu,,Takifugu
3044,106.6115,6618,0.476,94.1825,6233,2339,2373,0.4704,13.2537,1108,0.167422182,0.5905,Takifugu,,Takifugu
3045,169.3705,6624,0.4817,99.9849,6623,3672,3744,0.4709,0,0,0,0,Takifugu,,Takifugu
3046,98.7525,6566,0.4837,99.9848,6565,2160,2165,0.4795,14.2103,2499,0.380597015,0.5479,Takifugu,,Takifugu
3047,19.9175,35279,0.4236,17.1462,6049,2365,2336,0.4318,38.9902,1066,0.030216276,0.547,Takifugu,,Takifugu
3048,136.8772,6546,0.4625,100,6546,2946,2968,0.4591,22.9313,2503,0.382370914,0.4963,Takifugu,,Takifugu
3049,101.9494,6603,0.4674,100,6603,2242,2234,0.4683,0,0,0,0,Takifugu,,Takifugu
3050,178.4286,6556,0.4603,100,6556,3855,4194,0.4642,0,0,0,0,Takifugu,,Takifugu
3052,205.7851,6580,0.4371,99.9848,6579,4587,4495,0.4224,0,0,0,0,Takifugu,,Takifugu
3056,114.5952,6521,0.5131,100,6521,2468,2465,0.4969,26.0725,3781,0.579819046,0.5189,Takifugu,,Takifugu
3057,124.8058,6580,0.44,100,6580,2740,2704,0.442,17.8202,2054,0.312158055,0.4971,Takifugu,,Takifugu
3058,125.7989,6534,0.3985,99.9847,6533,2741,2746,0.4136,0,0,0,0,Takifugu,,Takifugu
3059,106.7483,6552,0.4144,100,6552,2103,2121,0.4106,17.9209,3690,0.563186813,0.4245,Takifugu,,Takifugu
3060,128.7865,6567,0.4407,99.9543,6564,2802,2771,0.4404,0,0,0,0,Takifugu,,Takifugu
3061,83.3249,6534,0.4063,88.9042,5809,1814,1817,0.4106,9.4761,1149,0.175849403,0.4543,Takifugu,,Takifugu
3062,129.605,6498,0.4741,100,6498,2101,2134,0.4813,6.0399,454,0.069867652,0.3982,Takifugu,,Takifugu
3063,164.8945,6547,0.4648,100,6547,2828,2851,0.4686,0,0,0,0,Takifugu,,Takifugu
3064,106.0609,6468,0.4281,90.5844,5859,2309,2312,0.426,0,0,0,0,Takifugu,,Takifugu
3065,134.3133,6479,0.4383,100,6479,2952,2949,0.4509,0,0,0,0,Takifugu,,Takifugu
3067,84.7022,6510,0.532,94.1628,6130,1838,1839,0.5356,20.5118,1821,0.279723502,0.5782,Takifugu,,Takifugu
3068,194.0685,6513,0.4474,100,6513,4206,4237,0.4477,31.175,1637,0.251343467,0.5578,Takifugu,,Takifugu
3069,98.3633,6512,0.606,100,6512,2115,2114,0.6033,19.3478,3227,0.495546683,0.6334,Takifugu,,Takifugu
3070,292.7816,6497,0.4112,98.9688,6430,6628,6185,0.4262,13.5175,1440,0.221640757,0.4652,Takifugu,,Takifugu
3071,111.556,6412,0.4997,100,6412,2213,2198,0.4957,13.6645,2248,0.350592639,0.4859,Takifugu,,Takifugu
3072,95.1861,6449,0.5041,98.0617,6324,2062,2098,0.5117,4.1859,987,0.153046984,0.6875,Takifugu,,Takifugu
3073,77.08,6440,0.5985,77.4845,4990,1648,1680,0.6016,14.6149,2227,0.345807453,0.6126,Takifugu,,Takifugu
3074,105.9098,6431,0.5148,100,6431,2100,2100,0.5077,36.7063,3357,0.522002799,0.5268,Takifugu,,Takifugu
3076,167.8039,6399,0.4373,94.9992,6079,3478,3365,0.4226,4.6567,1063,0.166119706,0.551,Takifugu,,Takifugu
3078,154.925,35930,0.5282,100,35930,2737,2739,0.5278,7.2768,3018,0.08399666,0.5355,Takifugu,,Takifugu
3080,141.1337,6409,0.4608,100,6409,3030,3068,0.4714,0,0,0,0,Takifugu,,Takifugu
3081,94.0255,35939,0.5259,100,35939,2138,2135,0.4944,49.6337,2932,0.081582682,0.5604,Takifugu,,Takifugu
3082,182.664,6401,0.4616,100,6401,3891,3922,0.462,50.0864,2090,0.326511483,0.5193,Takifugu,,Takifugu
3083,85.2443,6373,0.3937,90.5853,5773,1824,1827,0.3939,12.9732,1061,0.166483603,0.4914,Takifugu,,Takifugu
3084,74.7314,6266,0.4989,78.535,4921,1554,1575,0.4932,0.2667,137,0.021864028,0.4107,Takifugu,,Takifugu
3087,130.853,6335,0.4942,100,6335,2714,2756,0.4918,0,0,0,0,Takifugu,,Takifugu
3088,108.9188,6344,0.4849,100,6344,2239,2239,0.4882,23.3856,2647,0.417244641,0.5256,Takifugu,,Takifugu
3089,301.4975,6338,0.4784,100,6338,5547,5736,0.4798,0,0,0,0,Takifugu,,Takifugu
3090,130.5892,6258,0.4684,100,6258,2691,2692,0.4619,0,0,0,0,Takifugu,,Takifugu
3091,179.4097,6298,0.4733,99.9682,6296,3783,3796,0.5022,0,0,0,0,Takifugu,,Takifugu
3092,134.8114,6225,0.55,100,6225,2382,2373,0.5413,18.4871,2501,0.401767068,0.5768,Takifugu,,Takifugu
3093,113.6827,6297,0.4341,100,6297,2337,2475,0.4499,0.0483,78,0.012386851,0.52,Takifugu,,Takifugu
3094,77.3613,6289,0.5066,80.442,5059,1622,1622,0.5064,9.2042,1570,0.249642232,0.4985,Takifugu,,Takifugu
3095,92.4411,6296,0.3896,74.3488,4681,1933,1933,0.3528,1.0986,233,0.037007624,0.4163,Takifugu,,Takifugu
3096,296.1943,6228,0.4489,98.587,6140,6328,6178,0.432,8.7105,1278,0.205202312,0.4702,Takifugu,,Takifugu
3097,88.8639,6216,0.4275,81.6763,5077,1901,1880,0.4455,6.2104,511,0.082207207,0.5001,Takifugu,,Takifugu
3098,103.1942,6246,0.5519,100,6246,2033,2033,0.5563,14.6873,1452,0.23246878,0.6102,Takifugu,,Takifugu
3099,118.7929,6186,0.4327,100,6186,2454,2444,0.4376,0,0,0,0,Takifugu,,Takifugu
3100,68.0059,6153,0.5061,100,6153,1527,1420,0.5095,25.3689,874,0.142044531,0.5324,Takifugu,,Takifugu
3101,99.7643,6236,0.4419,100,6236,2082,2081,0.4466,0,0,0,0,Takifugu,,Takifugu
3102,463.4869,6168,0.4409,100,6168,8183,8184,0.4241,0.0057,35,0.005674449,0.58,Takifugu,,Takifugu
3104,152.9334,6114,0.4046,100,6114,2690,2696,0.3907,11.6372,1684,0.275433431,0.4113,Takifugu,,Takifugu
3106,20.1848,35699,0.4029,16.0537,5731,2412,2464,0.4135,10.3108,1424,0.039889073,0.3921,Takifugu,,Takifugu
3107,114.539,6191,0.4471,91.31,5653,2357,2379,0.4283,0,0,0,0,Takifugu,,Takifugu
3108,205.5378,6136,0.4282,100,6136,4264,4292,0.4357,0.0623,255,0.041558018,0.52,Takifugu,,Takifugu
3110,189.9678,6206,0.4679,98.9204,6139,3953,3937,0.4737,1.6774,200,0.032226877,0.4257,Takifugu,,Takifugu
3111,129.1804,6181,0.4145,100,6181,2627,2690,0.4298,0,0,0,0,Takifugu,,Takifugu
3112,147.4066,6175,0.4277,100,6175,3047,3076,0.4467,5.5255,777,0.12582996,0.5488,Takifugu,,Takifugu
3113,212.8888,6178,0.4468,100,6178,3893,3855,0.4524,30.4882,2754,0.445775332,0.4912,Takifugu,,Takifugu
3114,107.8819,6174,0.4143,100,6174,2120,2152,0.411,17.833,2842,0.46031746,0.4449,Takifugu,,Takifugu
3116,129.2546,6175,0.3959,98.9312,6109,2598,2721,0.3965,0.1493,171,0.027692308,0.4486,Takifugu,,Takifugu
3117,264.858,6169,0.3996,99.9514,6166,5368,5421,0.4121,24.6424,2100,0.340411736,0.394,Takifugu,,Takifugu
3119,85.3209,6160,0.4765,81.9481,5048,1745,1765,0.4599,28.3003,1891,0.306980519,0.514,Takifugu,,Takifugu
3120,95.6334,6156,0.3908,100,6156,1949,1956,0.3866,20.8025,4142,0.672839506,0.3793,Takifugu,,Takifugu
3123,320.4246,6118,0.4519,100,6118,7361,6328,0.4026,0.0693,245,0.040045767,0.5375,Takifugu,,Takifugu
3126,92.5815,6053,0.5159,98.3479,5953,1864,1880,0.5147,26.9402,1877,0.310094168,0.5379,Takifugu,,Takifugu
3127,118.048,6126,0.4567,99.9837,6125,2274,2274,0.4647,0,0,0,0,Takifugu,,Takifugu
3129,26.1071,14479,0.4744,29.0835,4211,1256,1275,0.4684,0,0,0,0,Takifugu,,Takifugu
3130,111.7636,5991,0.4764,100,5991,2120,2135,0.4801,3.767,471,0.078617927,0.375,Takifugu,,Takifugu
3131,162.0387,6072,0.4843,100,6072,3037,3026,0.4766,38.3468,3301,0.543642951,0.5078,Takifugu,,Takifugu
3132,94.3511,5967,0.5136,97.0672,5792,1882,1885,0.5189,0.309,98,0.016423663,0.5035,Takifugu,,Takifugu
3133,115.9263,6051,0.5042,100,6051,2267,2268,0.4987,40.883,3378,0.558254834,0.5274,Takifugu,,Takifugu
3135,135.238,6034,0.4492,98.2764,5930,2705,2711,0.4726,0,0,0,0,Takifugu,,Takifugu
3136,224.0028,5799,0.4273,100,5799,4182,4207,0.4368,0.0343,199,0.034316261,0.42,Takifugu,,Takifugu
3137,44.3948,35111,0.4336,100,35111,3198,3197,0.437,0,0,0,0,Takifugu,,Takifugu
3138,94.7511,6035,0.3882,100,6035,1905,1916,0.3896,0,0,0,0,Takifugu,,Takifugu
3140,186.5658,5900,0.4123,99.9661,5898,3812,3938,0.4085,0,0,0,0,Takifugu,,Takifugu
3141,8.1481,6029,0.5109,53.1597,3205,171,172,0.5271,2.8215,2500,0.414662465,0.5689,Takifugu,,Takifugu
3142,92.5402,6022,0.4852,77.6652,4677,1859,1924,0.4767,3.3217,629,0.104450349,0.5928,Takifugu,,Takifugu
3143,159.2393,6017,0.5561,100,6017,3201,3192,0.5517,42.5234,2504,0.41615423,0.5744,Takifugu,,Takifugu
3145,72.4087,5975,0.531,70.3766,4205,1692,1623,0.5329,8.5628,1438,0.240669456,0.586,Takifugu,,Takifugu
3147,125.4724,6004,0.4864,100,6004,2448,2445,0.4774,0,0,0,0,Takifugu,,Takifugu
3148,12.3804,6073,0.4958,32.9491,2001,249,249,0.5348,0.4438,524,0.08628355,0.6336,Takifugu,,Takifugu
3149,117.2809,5992,0.4491,99.8498,5983,2393,2357,0.4504,0.0869,199,0.033210948,0.4683,Takifugu,,Takifugu
3151,82.3681,5960,0.482,85.6376,5104,1644,1643,0.4801,1.8767,427,0.071644295,0.4486,Takifugu,,Takifugu
3154,119.1914,5930,0.4413,100,5930,2115,2106,0.4521,11.5216,2070,0.349072513,0.4755,Takifugu,,Takifugu
3155,87.1974,5937,0.3849,100,5937,1719,1700,0.384,6.7859,945,0.159171299,0.4461,Takifugu,,Takifugu
3156,58.6417,5867,0.5089,61.1897,3590,1134,1212,0.5107,0,0,0,0,Takifugu,,Takifugu
3162,90.3399,5870,0.496,73.7819,4331,1761,1783,0.4904,11.3036,912,0.155366269,0.5574,Takifugu,,Takifugu
3163,196.1069,5922,0.5068,100,5922,3883,3887,0.5055,38.2224,3065,0.517561635,0.5707,Takifugu,,Takifugu
3165,122.4728,5835,0.5305,100,5835,2333,2276,0.5312,25.9602,2269,0.388860326,0.5794,Takifugu,,Takifugu
3167,91.0015,5866,0.485,100,5866,1667,1658,0.4899,5.0919,518,0.088305489,0.5414,Takifugu,,Takifugu
3168,169.9521,5887,0.4239,100,5887,3316,3326,0.4397,0,0,0,0,Takifugu,,Takifugu
3169,145.2802,5902,0.429,100,5902,2853,2818,0.4112,1.9376,721,0.122161979,0.4049,Takifugu,,Takifugu
3170,120.5347,5871,0.4677,100,5871,2378,2376,0.4602,0.0342,47,0.008005451,0.462,Takifugu,,Takifugu
3171,172.0959,7300,0.4529,96.1781,7021,4222,4225,0.4389,9.6825,2023,0.277123288,0.5073,Takifugu,,Takifugu
3172,101.5202,5778,0.4834,100,5778,1939,1892,0.4819,0,0,0,0,Takifugu,,Takifugu
3173,94.2733,5814,0.4985,98.366,5719,1815,1846,0.4933,16.3602,1925,0.331097351,0.5768,Takifugu,,Takifugu
3175,135.7668,5824,0.5597,100,5824,2529,2529,0.5592,31.1581,3291,0.565075549,0.5755,Takifugu,,Takifugu
3177,105.5168,5819,0.4262,100,5819,2029,2012,0.4372,49.3533,2655,0.456263963,0.5052,Takifugu,,Takifugu
3179,15.406,5815,0.4172,99.1917,5768,91,87,0.4161,1.264,1284,0.220808255,0.4579,Takifugu,,Takifugu
3181,47.7284,5781,0.5744,58.5712,3386,920,920,0.5777,5.1033,873,0.151011936,0.6258,Takifugu,,Takifugu
3182,100.2869,5710,0.531,100,5710,1871,1845,0.5505,0.0692,70,0.012259194,0.557,Takifugu,,Takifugu
3184,111.571,5737,0.5088,100,5737,2067,2067,0.5021,24.6097,2175,0.379118006,0.5353,Takifugu,,Takifugu
3185,95.0808,5733,0.5177,100,5733,1817,1821,0.5172,17.4113,986,0.171986743,0.5714,Takifugu,,Takifugu
3186,187.691,5693,0.4504,100,5693,3546,3531,0.462,0,0,0,0,Takifugu,,Takifugu
3187,133.3866,5779,0.4895,100,5779,2601,2559,0.4862,0,0,0,0,Takifugu,,Takifugu
3189,105.9233,5817,0.5587,100,5817,1920,1912,0.5512,19.8699,2029,0.348805226,0.6008,Takifugu,,Takifugu
3191,148.2633,5697,0.435,99.1048,5646,2911,2890,0.4369,14.5935,1896,0.33280674,0.4942,Takifugu,,Takifugu
3192,206.5661,5716,0.402,82.4353,4712,4052,4158,0.4341,35.1473,3325,0.58170049,0.4473,Takifugu,,Takifugu
3193,113.6731,5729,0.4759,95.6886,5482,2160,2191,0.4682,0.8111,535,0.093384535,0.5454,Takifugu,,Takifugu
3194,183.8449,5718,0.4643,100,5718,3511,3512,0.4527,0,0,0,0,Takifugu,,Takifugu
3195,26.8374,35174,0.5246,15.0253,5285,2806,2806,0.5703,31.2055,1754,0.049866379,0.5446,Takifugu,,Takifugu
3196,88.8904,5657,0.3836,100,5657,1624,1615,0.3824,6.9502,686,0.121265689,0.4341,Takifugu,,Takifugu
3197,319.6698,5690,0.4679,99.9824,5689,5923,5898,0.4846,0,0,0,0,Takifugu,,Takifugu
3198,116.2545,5698,0.5438,100,5698,2201,2197,0.5467,16.5907,1618,0.283959284,0.5579,Takifugu,,Takifugu
3199,97.46,5659,0.5384,100,5659,1825,1823,0.5374,0.7268,213,0.037639159,0.5695,Takifugu,,Takifugu
3201,121.8462,5690,0.4748,100,5690,2300,2332,0.4845,28.0181,1421,0.24973638,0.5418,Takifugu,,Takifugu
3202,75.957,5675,0.4138,82.3084,4671,1430,1419,0.4217,8.9633,909,0.160176211,0.4213,Takifugu,,Takifugu
3203,99.873,5685,0.5316,100,5685,1900,1886,0.5323,14.6325,937,0.164819701,0.5868,Takifugu,,Takifugu
3204,187.6969,5684,0.4263,90.9219,5168,3732,3588,0.4258,45.129,3948,0.694581281,0.4711,Takifugu,,Takifugu
3207,131.6889,5642,0.4804,99.9646,5640,2513,2467,0.4723,0,0,0,0,Takifugu,,Takifugu
3208,208.808,5673,0.4256,85.9157,4874,3934,4125,0.4332,6.0772,849,0.149656267,0.4063,Takifugu,,Takifugu
3210,153.5395,5603,0.3863,99.6074,5581,2889,2886,0.3915,7.4667,1343,0.239693022,0.3908,Takifugu,,Takifugu
3211,149.2923,5610,0.4577,99.9822,5609,2792,2792,0.4643,30.0111,1825,0.325311943,0.5521,Takifugu,,Takifugu
3212,25.8643,35481,0.381,12.2516,4347,3258,3148,0.383,1.5834,524,0.014768468,0.4332,Takifugu,,Takifugu
3213,110.9642,5585,0.538,100,5585,2017,2049,0.5402,15.9769,992,0.177618621,0.5752,Takifugu,,Takifugu
3214,107.4873,5518,0.4478,100,5518,2136,2147,0.4361,13.0426,1381,0.250271838,0.4944,Takifugu,,Takifugu
3216,102.6995,5480,0.5398,100,5480,1880,1891,0.5474,17.4699,1018,0.185766423,0.5746,Takifugu,,Takifugu
3219,66.0911,5576,0.5259,77.8694,4342,1220,1220,0.5421,16.778,1221,0.218974175,0.4631,Takifugu,,Takifugu
3220,102.9412,5530,0.5167,100,5530,1899,1897,0.5247,24.0309,2163,0.391139241,0.547,Takifugu,,Takifugu
3221,224.9857,5510,0.5343,100,5510,2712,2695,0.5262,138.3724,2517,0.456805808,0.559,Takifugu,,Takifugu
3222,110.858,5520,0.548,100,5520,2024,2009,0.5265,12.6315,757,0.137137681,0.5757,Takifugu,,Takifugu
3223,153.9015,5525,0.4926,99.9819,5524,2790,2766,0.5234,0,0,0,0,Takifugu,,Takifugu
3224,61.1256,5416,0.485,63.2939,3428,1114,1173,0.4841,12.5174,1451,0.267909897,0.5108,Takifugu,,Takifugu
3225,148.5552,5512,0.4698,100,5512,2719,2754,0.4536,2.4483,313,0.056785196,0.6311,Takifugu,,Takifugu
3229,106.7879,5488,0.4517,99.9453,5485,1967,1955,0.4574,0,0,0,0,Takifugu,,Takifugu
3230,147.9628,5486,0.5773,100,5486,2696,2738,0.5614,22.6234,2725,0.496718921,0.6187,Takifugu,,Takifugu
3231,200.4727,5485,0.4716,100,5485,3703,3687,0.4717,95.3743,1509,0.275113947,0.5782,Takifugu,,Takifugu
3232,98.2831,5461,0.4623,99.9268,5457,1799,1788,0.4596,0,0,0,0,Takifugu,,Takifugu
3233,95.7699,5364,0.4907,100,5364,1727,1719,0.4947,0,0,0,0,Takifugu,,Takifugu
3234,149.913,5474,0.4512,100,5474,2829,2721,0.4654,0,0,0,0,Takifugu,,Takifugu
3235,233.4597,5423,0.4212,99.9816,5422,3814,3849,0.4218,0,0,0,0,Takifugu,,Takifugu
3237,154.7514,5450,0.4347,100,5450,2799,2816,0.4489,0.1514,68,0.012477064,0.4573,Takifugu,,Takifugu
3239,121.7572,5421,0.4254,100,5421,2199,2329,0.4262,10.4405,1504,0.277439587,0.4892,Takifugu,,Takifugu
3240,77.3428,5417,0.4915,81.7057,4426,1387,1454,0.4852,0.3476,181,0.033413328,0.5443,Takifugu,,Takifugu
3241,139.9985,13093,0.4151,99.6792,13051,2756,2711,0.4197,0,0,0,0,Takifugu,,Takifugu
3243,171.9802,5416,0.4396,100,5416,3106,3106,0.4414,4.5685,664,0.122599705,0.5762,Takifugu,,Takifugu
3244,101.8732,5353,0.4105,100,5353,1819,1796,0.4086,13.077,2288,0.427423874,0.3801,Takifugu,,Takifugu
3246,80.9563,5397,0.4216,90.4391,4881,1438,1479,0.4246,0,0,0,0,Takifugu,,Takifugu
3247,266.8688,5375,0.454,100,5375,4793,4784,0.4477,1.2659,339,0.063069767,0.4807,Takifugu,,Takifugu
3248,199.0067,5402,0.4854,100,5402,3192,3198,0.5136,16.3563,1035,0.191595705,0.5587,Takifugu,,Takifugu
3249,52.894,5404,0.4663,70.4663,3808,957,950,0.446,3.1664,890,0.16469282,0.5612,Takifugu,,Takifugu
3251,97.5756,5384,0.509,100,5384,1754,1753,0.5006,17.99,1312,0.243684993,0.552,Takifugu,,Takifugu
3252,95.4817,5389,0.4377,100,5389,1729,1725,0.4434,0,0,0,0,Takifugu,,Takifugu
3253,111.1024,5272,0.5876,100,5272,1937,1900,0.5943,28.8852,1950,0.369878604,0.6527,Takifugu,,Takifugu
3254,81.1605,5382,0.4974,62.0773,3341,1496,1466,0.5237,11.984,1660,0.308435526,0.5264,Takifugu,,Takifugu
