ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Origin,,Origin
4819,100.3078,3389,0.6108,100,3389,1131,1148,0.617,Takifugu,,Takifugu
4822,85.0107,3450,0.4563,93.7681,3235,1011,985,0.4597,Takifugu,,Takifugu
4825,200.3044,2244,0.4446,99.9554,2243,1468,1495,0.4451,Takifugu,,Takifugu
4826,91.3811,3440,0.4863,100,3440,1048,1048,0.4845,Takifugu,,Takifugu
4827,119.254,3319,0.4462,100,3319,1321,1339,0.4441,Takifugu,,Takifugu
4828,140.8184,3431,0.3834,99.9709,3430,1630,1592,0.371,Takifugu,,Takifugu
4829,73.2367,3422,0.5315,89.6259,3067,835,836,0.5371,Takifugu,,Takifugu
4830,700.7372,3428,0.5374,100,3428,8142,8034,0.5684,Takifugu,,Takifugu
4831,122.787,3366,0.4474,100,3366,1487,1358,0.4313,Takifugu,,Takifugu
4833,96.805,3369,0.5542,100,3369,1078,1100,0.5549,Takifugu,,Takifugu
4836,99.2959,3417,0.5499,100,3417,1142,1137,0.555,Takifugu,,Takifugu
4837,56.0302,3416,0.6167,65.9251,2252,630,673,0.6005,Takifugu,,Takifugu
4838,94.5705,3411,0.5471,100,3411,1085,1076,0.5427,Takifugu,,Takifugu
4839,94.7402,3410,0.4147,100,3410,1078,1083,0.4102,Takifugu,,Takifugu
4840,109.8557,3409,0.4494,100,3409,1257,1239,0.466,Takifugu,,Takifugu
4841,199.0379,3380,0.4171,100,3380,2294,2477,0.3582,Takifugu,,Takifugu
4842,75.4193,3408,0.5569,89.0845,3036,860,863,0.5229,Takifugu,,Takifugu
4843,91.7038,3406,0.4836,97.798,3331,1040,1072,0.4842,Takifugu,,Takifugu
4845,98.2239,3399,0.5952,100,3399,1125,1104,0.5969,Takifugu,,Takifugu
4846,114.5153,3390,0.4196,94.8968,3217,1305,1295,0.4127,Takifugu,,Takifugu
4848,273.4699,3401,0.3921,100,3401,3374,3199,0.3951,Takifugu,,Takifugu
4851,91.1573,3389,0.4417,100,3389,1030,1030,0.4273,Takifugu,,Takifugu
4852,1.3031,3388,0.546,29.1913,989,17,17,0.6055,Takifugu,,Takifugu
4853,96.9675,3387,0.4272,100,3387,1095,1095,0.4286,Takifugu,,Takifugu
4854,105.4795,3368,0.4837,100,3368,1193,1190,0.4915,Takifugu,,Takifugu
4855,96.748,3385,0.5976,100,3385,1103,1078,0.5988,Takifugu,,Takifugu
4856,257.1522,3384,0.3853,100,3384,3043,2936,0.4014,Takifugu,,Takifugu
4857,94.4488,3382,0.5562,100,3382,1065,1065,0.5533,Takifugu,,Takifugu
4859,106.8033,3350,0.4955,100,3350,1136,1180,0.4979,Takifugu,,Takifugu
4860,126.5427,3374,0.5092,94.8133,3199,1413,1454,0.5211,Takifugu,,Takifugu
4861,110.9295,3377,0.5196,100,3377,1246,1246,0.5017,Takifugu,,Takifugu
4862,111.3559,3372,0.4199,99.9703,3371,1231,1295,0.4163,Takifugu,,Takifugu
4863,112.4715,3366,0.5281,100,3366,1292,1242,0.5348,Takifugu,,Takifugu
4865,189.133,3368,0.4733,100,3368,2097,2149,0.4571,Takifugu,,Takifugu
4870,55.3664,3357,0.5791,59.4578,1996,620,620,0.6014,Takifugu,,Takifugu
4871,285.6916,3362,0.442,100,3362,3161,3237,0.4218,Takifugu,,Takifugu
4874,90.5535,3355,0.5398,100,3355,1012,1014,0.5385,Takifugu,,Takifugu
4877,98.599,3349,0.4909,100,3349,1115,1108,0.4895,Takifugu,,Takifugu
4878,149.9728,3346,0.4185,99.9402,3344,1702,1699,0.413,Takifugu,,Takifugu
4879,113.5008,3283,0.3936,100,3283,1345,1248,0.3944,Takifugu,,Takifugu
4880,616.8832,3295,0.4384,100,3295,6653,6503,0.4327,Takifugu,,Takifugu
4881,117.6511,3339,0.5459,99.9401,3337,1320,1317,0.5396,Takifugu,,Takifugu
4883,91.4507,3339,0.5612,100,3339,1018,1018,0.5631,Takifugu,,Takifugu
4884,98.4068,3321,0.5316,100,3321,1158,1224,0.5478,Takifugu,,Takifugu
4889,120.9786,3325,0.4875,100,3325,1342,1332,0.472,Takifugu,,Takifugu
4893,94.5508,3319,0.5179,100,3319,1044,1044,0.5194,Takifugu,,Takifugu
4895,97.9212,3312,0.5359,100,3312,1069,1103,0.5373,Takifugu,,Takifugu
4896,87.7818,3309,0.5497,100,3309,967,970,0.5584,Takifugu,,Takifugu
4898,146.1697,3306,0.5626,100,3306,1496,1532,0.5571,Takifugu,,Takifugu
4901,99.4994,3302,0.4988,100,3302,1095,1096,0.4997,Takifugu,,Takifugu
4903,89.3324,3300,0.5752,100,3300,983,983,0.5754,Takifugu,,Takifugu
4905,92.7808,3298,0.5522,100,3298,1024,1015,0.5517,Takifugu,,Takifugu
4906,88.6903,3297,0.5226,100,3297,975,975,0.5183,Takifugu,,Takifugu
4910,94.7709,3295,0.566,100,3295,1057,1031,0.5723,Takifugu,,Takifugu
4911,89.4253,3313,0.4914,99.1548,3285,1002,1003,0.4876,Takifugu,,Takifugu
4914,119.6914,3228,0.4456,100,3228,1275,1304,0.4388,Takifugu,,Takifugu
4915,104.1511,3229,0.6318,100,3229,1142,1187,0.6342,Takifugu,,Takifugu
4917,45.23,3282,0.5631,56.7642,1863,495,495,0.5608,Takifugu,,Takifugu
4921,134.4112,3271,0.5049,100,3271,1480,1466,0.5023,Takifugu,,Takifugu
4924,94.5002,3269,0.5206,100,3269,1030,1030,0.5209,Takifugu,,Takifugu
4925,97.5031,3268,0.5404,100,3268,1070,1059,0.5388,Takifugu,,Takifugu
4926,0.0943,3266,0.5958,9.4305,308,1,1,0.59,Takifugu,,Takifugu
4927,123.3695,3256,0.4625,100,3256,1308,1282,0.4562,Takifugu,,Takifugu
4931,178.3607,3917,0.4295,100,3917,2401,2450,0.4311,Takifugu,,Takifugu
4932,99.1867,3251,0.5217,100,3251,1069,1087,0.5121,Takifugu,,Takifugu
4934,92.4612,3250,0.5782,100,3250,1005,1016,0.5775,Takifugu,,Takifugu
4935,94.3812,3245,0.596,100,3245,1021,1021,0.5948,Takifugu,,Takifugu
4937,141.7437,3242,0.3788,100,3242,1554,1541,0.397,Takifugu,,Takifugu
4938,99.5878,3241,0.4887,100,3241,1081,1082,0.4862,Takifugu,,Takifugu
4939,93.6787,3240,0.5796,100,3240,1012,1012,0.5821,Takifugu,,Takifugu
4942,97.5779,3163,0.5523,100,3163,1044,1021,0.5542,Takifugu,,Takifugu
4944,98.1612,3232,0.5313,100,3232,1058,1075,0.5277,Takifugu,,Takifugu
4945,5.1617,3229,0.5311,48.8386,1577,60,57,0.6344,Takifugu,,Takifugu
4948,148.9984,3222,0.5199,100,3222,1635,1600,0.5108,Takifugu,,Takifugu
4951,97.7939,3222,0.351,100,3222,1058,1055,0.3496,Takifugu,,Takifugu
4953,89.7182,3219,0.5036,100,3219,963,963,0.5052,Takifugu,,Takifugu
4954,116.4473,3177,0.5666,99.9685,3176,1220,1225,0.5685,Takifugu,,Takifugu
4956,107.1432,3156,0.5532,100,3156,1160,1134,0.5452,Takifugu,,Takifugu
4957,131.1533,3216,0.3983,88.0286,2831,1408,1408,0.4081,Takifugu,,Takifugu
4958,155.0693,3159,0.4622,100,3159,1721,1714,0.4035,Takifugu,,Takifugu
4961,170.692,3120,0.4753,100,3120,1537,1542,0.4895,Takifugu,,Takifugu
4966,159.8635,3193,0.5262,100,3193,1692,1662,0.5508,Takifugu,,Takifugu
4968,100.5765,3188,0.5552,100,3188,1050,1071,0.5623,Takifugu,,Takifugu
4970,88.4192,3182,0.5465,100,3182,938,938,0.5465,Takifugu,,Takifugu
4972,176.1469,3180,0.4335,98.7736,3141,1843,1812,0.421,Takifugu,,Takifugu
4973,205.1248,3165,0.3372,100,3165,2452,2193,0.3361,Takifugu,,Takifugu
4974,129.6531,3174,0.5274,99.937,3172,1411,1404,0.535,Takifugu,,Takifugu
4975,637.3965,3271,0.3822,100,3271,6618,6798,0.4286,Takifugu,,Takifugu
4976,172.5019,3174,0.578,100,3174,1840,1830,0.5791,Takifugu,,Takifugu
4977,122.0224,3169,0.3733,100,3169,1308,1330,0.3771,Takifugu,,Takifugu
4979,101.8971,3167,0.4086,99.9053,3164,1058,1097,0.4076,Takifugu,,Takifugu
4982,144.187,3165,0.5043,100,3165,1553,1508,0.5137,Takifugu,,Takifugu
4983,334.0041,3142,0.4164,100,3142,3709,3795,0.4653,Takifugu,,Takifugu
4984,92.9788,3158,0.5541,100,3158,979,979,0.5526,Takifugu,,Takifugu
4985,122.5017,3157,0.6085,100,3157,1242,1242,0.5846,Takifugu,,Takifugu
4986,177.8211,3097,0.4998,99.4834,3081,1783,1788,0.4987,Takifugu,,Takifugu
4987,76.953,3152,0.4911,85.8503,2706,808,823,0.4739,Takifugu,,Takifugu
4989,104.8832,3151,0.4808,99.7144,3142,1101,1091,0.4676,Takifugu,,Takifugu
4990,94.6633,3151,0.5414,100,3151,985,1007,0.5383,Takifugu,,Takifugu
4994,180.0083,3140,0.4692,100,3140,1895,1879,0.4696,Takifugu,,Takifugu
4995,171.2114,3136,0.4585,100,3136,1757,1747,0.4541,Takifugu,,Takifugu
4996,91.5317,3139,0.5059,100,3139,958,958,0.5121,Takifugu,,Takifugu
4998,140.0825,3127,0.4351,100,3127,997,1004,0.4216,Takifugu,,Takifugu
4999,168.103,3136,0.4442,100,3136,1646,1688,0.4368,Takifugu,,Takifugu
5000,227.5749,3112,0.4879,100,3112,2292,2317,0.5031,Takifugu,,Takifugu
5001,100.6313,3575,0.5108,100,3575,1048,1034,0.5097,Takifugu,,Takifugu
5002,98.8485,3135,0.526,100,3135,1011,1016,0.5251,Takifugu,,Takifugu
5004,90.6351,3072,0.5534,100,3072,935,937,0.558,Takifugu,,Takifugu
5005,113.0153,3069,0.5852,100,3069,1173,1148,0.5994,Takifugu,,Takifugu
5007,103.3211,3064,0.478,70.8877,2172,1067,1039,0.471,Takifugu,,Takifugu
5009,109.5407,3118,0.5055,100,3118,1092,1083,0.507,Takifugu,,Takifugu
5012,98.0134,3055,0.5493,100,3055,1002,1000,0.5482,Takifugu,,Takifugu
5013,125.5381,3109,0.5182,100,3109,1219,1243,0.5238,Takifugu,,Takifugu
5014,328.9633,3076,0.3581,100,3076,3374,3273,0.3503,Takifugu,,Takifugu
5015,95.1156,3106,0.4955,100,3106,985,985,0.4919,Takifugu,,Takifugu
5016,95.8432,3106,0.5203,100,3106,1014,984,0.5165,Takifugu,,Takifugu
5018,120.0258,3103,0.3972,100,3103,1246,1245,0.4061,Takifugu,,Takifugu
5021,122.7278,3101,0.5272,100,3101,1259,1294,0.5311,Takifugu,,Takifugu
5022,179.8739,3101,0.4121,100,3101,1912,1869,0.443,Takifugu,,Takifugu
5025,130.6583,3096,0.5036,100,3096,1363,1340,0.512,Takifugu,,Takifugu
5026,95.8127,3097,0.5854,100,3097,1004,980,0.5858,Takifugu,,Takifugu
5030,105.8316,3088,0.4885,100,3088,1117,1109,0.4934,Takifugu,,Takifugu
5032,5.3071,3084,0.5512,8.7549,270,62,58,0.5886,Takifugu,,Takifugu
5035,111.2715,3031,0.4296,100,3031,1131,1140,0.4263,Takifugu,,Takifugu
5036,119.5525,3068,0.5157,99.9348,3066,1223,1223,0.5127,Takifugu,,Takifugu
5038,96.5897,3078,0.5195,100,3078,997,991,0.5173,Takifugu,,Takifugu
5040,194.9506,3075,0.4603,100,3075,2011,2010,0.4604,Takifugu,,Takifugu
5042,101.7701,3071,0.449,100,3071,1041,1052,0.4471,Takifugu,,Takifugu
5043,127.9919,3070,0.494,99.9023,3067,1312,1310,0.501,Takifugu,,Takifugu
5044,103.937,3017,0.6294,100,3017,1054,1046,0.6317,Takifugu,,Takifugu
5045,114.6078,3065,0.4914,100,3065,1165,1190,0.4881,Takifugu,,Takifugu
5049,128.9879,3054,0.5333,99.9018,3051,1292,1292,0.5348,Takifugu,,Takifugu
5050,51.8182,3053,0.3955,59.4497,1815,527,528,0.3995,Takifugu,,Takifugu
5051,98.4577,2993,0.4932,100,2993,983,985,0.4891,Takifugu,,Takifugu
5052,106.1635,3052,0.5442,100,3052,1087,1084,0.5372,Takifugu,,Takifugu
5054,173.6192,3046,0.4383,100,3046,1761,1751,0.4475,Takifugu,,Takifugu
5055,75.517,3050,0.5921,94.3607,2878,685,686,0.6046,Takifugu,,Takifugu
5056,108.4387,3050,0.4775,100,3050,1104,1103,0.4737,Takifugu,,Takifugu
5057,99.0587,3050,0.52,100,3050,1003,1022,0.5161,Takifugu,,Takifugu
5058,168.3817,3047,0.4342,100,3047,1708,1728,0.4264,Takifugu,,Takifugu
5062,95.8994,3043,0.5922,100,3043,973,973,0.5839,Takifugu,,Takifugu
5063,94.6221,3043,0.5284,100,3043,960,960,0.5307,Takifugu,,Takifugu
5064,134.9655,3041,0.5048,100,3041,1369,1375,0.5047,Takifugu,,Takifugu
5065,91.6291,3041,0.5751,100,3041,929,929,0.5733,Takifugu,,Takifugu
5066,127.2289,2988,0.5559,100,2988,1247,1228,0.5732,Takifugu,,Takifugu
5067,246.6028,3036,0.4139,100,3036,2503,2575,0.4378,Takifugu,,Takifugu
5068,403.8025,2988,0.4186,100,2988,3897,3906,0.4014,Takifugu,,Takifugu
5069,203.8119,3031,0.4744,100,3031,1965,1911,0.4792,Takifugu,,Takifugu
5071,91.6631,2974,0.6005,100,2974,939,901,0.5998,Takifugu,,Takifugu
5073,100.5081,3027,0.5378,100,3027,1011,1028,0.5322,Takifugu,,Takifugu
5074,125.2928,3026,0.4732,100,3026,1219,1226,0.4728,Takifugu,,Takifugu
5076,71.1756,3013,0.451,76.8669,2316,723,719,0.4467,Takifugu,,Takifugu
5077,305.0346,3002,0.3713,91.9387,2760,3017,3160,0.3652,Takifugu,,Takifugu
5079,100.1059,3004,0.4644,100,3004,877,879,0.4843,Takifugu,,Takifugu
5080,119.7207,3008,0.5387,100,3008,1191,1194,0.5358,Takifugu,,Takifugu
5082,99.5759,3016,0.5186,100,3016,1036,1058,0.545,Takifugu,,Takifugu
5083,104.6157,3016,0.4851,100,3016,1053,1086,0.488,Takifugu,,Takifugu
5085,217.6576,2950,0.4071,99.9661,2949,1760,1810,0.4113,Takifugu,,Takifugu
5089,139.9081,2991,0.4978,99.8997,2988,1394,1397,0.4861,Takifugu,,Takifugu
5090,198.4478,2876,0.4686,100,2876,1578,1560,0.4035,Takifugu,,Takifugu
5092,57.8528,4219,0.4057,69.9929,2953,841,836,0.4032,Takifugu,,Takifugu
5093,130.0339,2980,0.4315,100,2980,1310,1329,0.4307,Takifugu,,Takifugu
5094,127.4076,2910,0.5107,100,2910,1131,1177,0.4943,Takifugu,,Takifugu
5095,98.2296,3001,0.4448,100,3001,1017,1017,0.424,Takifugu,,Takifugu
5097,121.8606,2927,0.5004,99.7608,2920,1123,1104,0.5057,Takifugu,,Takifugu
5099,83.7554,2997,0.6081,97.4975,2922,837,837,0.6102,Takifugu,,Takifugu
5101,99.1344,2977,0.4263,100,2977,979,986,0.4369,Takifugu,,Takifugu
5102,101.0896,2981,0.5552,100,2981,1029,1028,0.5566,Takifugu,,Takifugu
5105,102.1246,2993,0.5498,97.9285,2931,995,990,0.5497,Takifugu,,Takifugu
5108,132.6152,2973,0.4037,100,2973,1328,1317,0.4023,Takifugu,,Takifugu
5109,357.9269,2969,0.3763,100,2969,3579,3541,0.3767,Takifugu,,Takifugu
5111,128.2932,2964,0.503,100,2964,1277,1257,0.509,Takifugu,,Takifugu
5112,106.706,2963,0.5584,97.2325,2881,1048,1072,0.5642,Takifugu,,Takifugu
5113,198.5024,2900,0.554,100,2900,2122,1832,0.5135,Takifugu,,Takifugu
5114,226.6319,2961,0.4278,96.7579,2865,2377,2218,0.4306,Takifugu,,Takifugu
5115,121.3977,2914,0.4679,100,2914,1049,1052,0.4502,Takifugu,,Takifugu
5116,96.7558,2956,0.5917,100,2956,981,973,0.5825,Takifugu,,Takifugu
5120,99.3897,2920,0.4541,100,2920,963,980,0.4525,Takifugu,,Takifugu
5122,117.5872,2948,0.442,100,2948,1165,1191,0.4431,Takifugu,,Takifugu
5125,97.0706,2933,0.5397,99.9659,2932,948,946,0.5352,Takifugu,,Takifugu
5128,93.9472,2936,0.5368,100,2936,922,921,0.5387,Takifugu,,Takifugu
5129,88.8928,2929,0.5504,100,2929,868,868,0.5505,Takifugu,,Takifugu
5133,99.8415,2922,0.5667,100,2922,1014,1037,0.5665,Takifugu,,Takifugu
5134,126.0373,2922,0.5224,100,2922,1232,1236,0.5172,Takifugu,,Takifugu
5136,94.4983,2918,0.5703,100,2918,911,919,0.5629,Takifugu,,Takifugu
5137,135.267,2910,0.4536,100,2910,1347,1374,0.4562,Takifugu,,Takifugu
5138,107.7729,2849,0.4696,100,2849,1051,1028,0.466,Takifugu,,Takifugu
5139,107.7041,2862,0.5594,100,2862,944,954,0.56,Takifugu,,Takifugu
5140,112.7701,2914,0.5137,100,2914,1097,1097,0.5347,Takifugu,,Takifugu
5143,176.3274,2911,0.5359,100,2911,1697,1694,0.5392,Takifugu,,Takifugu
5144,95.0546,2913,0.4238,99.897,2910,923,924,0.4217,Takifugu,,Takifugu
5145,92.668,2913,0.4888,100,2913,900,900,0.4879,Takifugu,,Takifugu
5146,99.4715,2912,0.4352,100,2912,960,952,0.4337,Takifugu,,Takifugu
5147,291.0547,2889,0.4056,100,2889,2809,2824,0.4276,Takifugu,,Takifugu
5151,71.3414,2894,0.4742,72.8404,2108,732,744,0.4894,Takifugu,,Takifugu
5152,102.3297,2897,0.5685,100,2897,974,962,0.5745,Takifugu,,Takifugu
5153,456.0454,2777,0.4394,100,2777,4269,4617,0.4465,Takifugu,,Takifugu
5155,28.2076,2895,0.3861,41.3472,1197,268,283,0.4015,Takifugu,,Takifugu
5156,87.6708,2895,0.4235,84.5596,2448,861,854,0.4394,Takifugu,,Takifugu
5157,97.6002,2824,0.5358,100,2824,885,879,0.5363,Takifugu,,Takifugu
5158,91.879,2892,0.5322,100,2892,893,921,0.5293,Takifugu,,Takifugu
5159,122.7887,2892,0.5379,100,2892,1209,1182,0.5385,Takifugu,,Takifugu
5161,86.3256,2890,0.6689,100,2890,844,825,0.6675,Takifugu,,Takifugu
5162,139.7254,2800,0.51,100,2800,978,983,0.5105,Takifugu,,Takifugu
5163,8.1758,2889,0.4053,31.7411,917,84,79,0.4566,Takifugu,,Takifugu
5164,95.2074,2888,0.4234,99.3767,2870,926,911,0.4171,Takifugu,,Takifugu
5165,638.3504,2848,0.4646,100,2848,6049,5967,0.4506,Takifugu,,Takifugu
5166,87.4854,2884,0.5492,100,2884,846,860,0.5509,Takifugu,,Takifugu
5167,89.6498,2884,0.38,100,2884,862,862,0.3787,Takifugu,,Takifugu
5170,133.2203,2882,0.4469,86.5024,2493,1280,1280,0.4486,Takifugu,,Takifugu
5171,132.9978,1793,0.3579,90.7975,1628,811,817,0.3749,Takifugu,,Takifugu
5173,132.5031,2876,0.4416,99.9652,2875,1306,1287,0.4386,Takifugu,,Takifugu
5175,91.752,2863,0.537,100,2863,868,865,0.5426,Takifugu,,Takifugu
5178,82.1305,2866,0.4664,100,2866,770,796,0.4662,Takifugu,,Takifugu
5180,109.6081,2868,0.5359,100,2868,1054,1057,0.5457,Takifugu,,Takifugu
5181,292.9285,2867,0.4221,100,2867,3022,3013,0.4136,Takifugu,,Takifugu
5183,119.6325,2819,0.5307,100,2819,1070,1072,0.5283,Takifugu,,Takifugu
5184,237.6395,2810,0.4645,100,2810,2286,2200,0.466,Takifugu,,Takifugu
5185,96.8754,2802,0.5234,100,2802,905,905,0.5334,Takifugu,,Takifugu
5187,193.1493,2860,0.4545,100,2860,1856,1851,0.4593,Takifugu,,Takifugu
5188,96.6331,2859,0.5505,100,2859,920,925,0.5501,Takifugu,,Takifugu
5189,138.5245,2858,0.4187,100,2858,1302,1355,0.4236,Takifugu,,Takifugu
5190,108.3575,2856,0.5156,100,2856,1030,1056,0.5122,Takifugu,,Takifugu
5193,88.6006,2844,0.4522,87.166,2479,847,859,0.4593,Takifugu,,Takifugu
5195,193.1623,2852,0.4497,100,2852,1816,1879,0.4453,Takifugu,,Takifugu
5197,98.2566,2802,0.4723,99.9286,2800,909,919,0.4954,Takifugu,,Takifugu
5198,96.0906,2847,0.4946,99.2975,2827,913,919,0.491,Takifugu,,Takifugu
5203,95.7087,2842,0.5802,100,2842,936,891,0.5748,Takifugu,,Takifugu
5204,95.4368,2786,0.5294,100,2786,887,899,0.5222,Takifugu,,Takifugu
5206,97.5614,2836,0.5677,100,2836,932,921,0.5711,Takifugu,,Takifugu
5207,86.2073,2827,0.4313,86.6643,2450,799,842,0.4253,Takifugu,,Takifugu
5208,116.1932,2779,0.4743,100,2779,1041,1147,0.4866,Takifugu,,Takifugu
5209,98.3427,2784,0.5259,100,2784,915,924,0.525,Takifugu,,Takifugu
5210,117.2288,2775,0.4326,100,2775,1067,1094,0.4419,Takifugu,,Takifugu
5211,105.8046,2820,0.6415,100,2820,1019,982,0.6388,Takifugu,,Takifugu
5215,95.611,2820,0.5702,100,2820,899,899,0.5675,Takifugu,,Takifugu
5216,110.3066,2785,0.5034,100,2785,1052,1005,0.4886,Takifugu,,Takifugu
5217,138.5678,2816,0.5281,100,2816,1339,1355,0.5246,Takifugu,,Takifugu
5218,1.0487,2814,0.4805,14.2146,400,10,11,0.5298,Takifugu,,Takifugu
5222,136.016,2807,0.5974,100,2807,1258,1293,0.5971,Takifugu,,Takifugu
5223,113.2944,2806,0.4761,99.8931,2803,1083,1116,0.4781,Takifugu,,Takifugu
5224,189.1926,2804,0.4873,100,2804,1830,1812,0.4784,Takifugu,,Takifugu
5225,88.4211,2802,0.4607,100,2802,826,826,0.4644,Takifugu,,Takifugu
5227,106.0959,2754,0.5149,100,2754,1028,1048,0.5134,Takifugu,,Takifugu
5229,96.1357,2734,0.5432,100,2734,880,880,0.5453,Takifugu,,Takifugu
5230,99.4903,2792,0.5673,100,2792,967,990,0.5693,Takifugu,,Takifugu
5231,96.566,2742,0.4923,100,2742,881,881,0.4928,Takifugu,,Takifugu
5234,151.2991,2788,0.5892,100,2788,1424,1412,0.5878,Takifugu,,Takifugu
5235,120.4899,2768,0.4128,100,2768,1104,1129,0.4247,Takifugu,,Takifugu
5236,82.8174,2787,0.587,100,2787,765,793,0.5829,Takifugu,,Takifugu
5237,88.7096,2786,0.589,100,2786,824,824,0.5882,Takifugu,,Takifugu
5240,130.2196,2782,0.5313,100,2782,1201,1218,0.5341,Takifugu,,Takifugu
5241,66.6808,2766,0.5551,84.2733,2331,615,615,0.5451,Takifugu,,Takifugu
5244,96.4064,2773,0.5781,100,2773,891,896,0.5772,Takifugu,,Takifugu
5247,98.2225,2759,0.5237,99.9638,2758,905,896,0.523,Takifugu,,Takifugu
5248,137.1045,2765,0.5204,100,2765,1268,1293,0.5326,Takifugu,,Takifugu
5249,100.8839,2764,0.5771,100,2764,941,944,0.5751,Takifugu,,Takifugu
5250,93.3557,2724,0.478,100,2724,847,849,0.4779,Takifugu,,Takifugu
5251,118.922,2757,0.5346,100,2757,1094,1094,0.5355,Takifugu,,Takifugu
5252,144.2366,2756,0.3854,100,2756,1386,1336,0.3823,Takifugu,,Takifugu
5254,100.4858,2740,0.5332,100,2740,933,915,0.5337,Takifugu,,Takifugu
5256,95.6988,2749,0.5144,100,2749,862,862,0.5061,Takifugu,,Takifugu
5258,99.6821,2746,0.5208,100,2746,879,906,0.5137,Takifugu,,Takifugu
5259,87.0572,2745,0.3852,100,2745,792,788,0.3866,Takifugu,,Takifugu
5261,96.5676,2720,0.4853,100,2720,866,866,0.4937,Takifugu,,Takifugu
5262,92.264,2735,0.5601,100,2735,842,841,0.5712,Takifugu,,Takifugu
5263,85.7814,2713,0.5798,100,2713,785,771,0.5735,Takifugu,,Takifugu
5265,41.796,2731,0.5551,49.2127,1344,395,373,0.5911,Takifugu,,Takifugu
5266,102.446,2731,0.6042,99.9634,2730,945,915,0.6046,Takifugu,,Takifugu
5269,118.9538,2728,0.4763,100,2728,1082,1082,0.4852,Takifugu,,Takifugu
5272,90.1974,2720,0.5691,100,2720,818,818,0.5816,Takifugu,,Takifugu
5275,98.7497,2673,0.5679,100,2673,880,880,0.5662,Takifugu,,Takifugu
5276,140.7927,2716,0.3873,100,2716,1287,1265,0.3493,Takifugu,,Takifugu
5277,153.2203,2664,0.5779,100,2664,1334,1348,0.5851,Takifugu,,Takifugu
5279,95.3336,2710,0.4172,100,2710,861,862,0.4117,Takifugu,,Takifugu
5280,105.9572,2708,0.6038,100,2708,968,965,0.5994,Takifugu,,Takifugu
5282,122.8592,2698,0.4058,100,2698,1100,1163,0.406,Takifugu,,Takifugu
5283,139.8343,2697,0.5977,100,2697,1198,1178,0.6061,Takifugu,,Takifugu
5284,97.1732,2697,0.5387,100,2697,879,890,0.5416,Takifugu,,Takifugu
5288,115.6977,2653,0.4614,100,2653,1019,1033,0.4621,Takifugu,,Takifugu
5291,107.0368,2664,0.5357,100,2664,921,921,0.5342,Takifugu,,Takifugu
5293,109.1097,2689,0.5284,100,2689,981,983,0.519,Takifugu,,Takifugu
5296,77.2497,3860,0.5143,100,3860,783,784,0.5328,Takifugu,,Takifugu
5300,95.4101,2675,0.4067,100,2675,852,852,0.4099,Takifugu,,Takifugu
5301,91.649,2672,0.6355,100,2672,817,817,0.6322,Takifugu,,Takifugu
5303,112.5322,2670,0.5693,100,2670,996,1012,0.559,Takifugu,,Takifugu
5307,97.4512,2560,0.5328,99.8828,2557,829,829,0.5427,Takifugu,,Takifugu
5311,76.9493,2601,0.5355,100,2601,664,665,0.5382,Takifugu,,Takifugu
5314,98.5806,2656,0.4951,100,2656,873,880,0.496,Takifugu,,Takifugu
5319,366.629,2601,0.4665,100,2601,2290,1920,0.4467,Takifugu,,Takifugu
5320,173.9597,2581,0.5531,100,2581,1484,1479,0.5462,Takifugu,,Takifugu
5322,108.5002,2647,0.5164,100,2647,958,956,0.5265,Takifugu,,Takifugu
5323,318.6084,2638,0.4383,100,2638,3000,2981,0.419,Takifugu,,Takifugu
5325,114.4299,2645,0.6548,100,2645,1011,1012,0.6553,Takifugu,,Takifugu
5328,98.2036,2638,0.5,99.8863,2635,864,864,0.5018,Takifugu,,Takifugu
5329,99.9662,2604,0.4662,95.9677,2499,873,867,0.4606,Takifugu,,Takifugu
5330,92.9381,3940,0.5771,100,3940,818,822,0.5846,Takifugu,,Takifugu
5332,97.133,2632,0.3689,100,2632,885,845,0.3713,Takifugu,,Takifugu
5333,93.3166,2631,0.4006,99.7719,2625,818,822,0.3988,Takifugu,,Takifugu
5334,92.2729,2631,0.5458,100,2631,810,810,0.5446,Takifugu,,Takifugu
5336,142.6282,2628,0.5063,100,2628,1280,1236,0.4952,Takifugu,,Takifugu
5338,163.3671,2569,0.5348,100,2569,1164,1155,0.5387,Takifugu,,Takifugu
5342,94.9117,2356,0.4003,100,2356,754,760,0.41,Takifugu,,Takifugu
5345,228.6497,2521,0.4257,100,2521,1552,1493,0.4031,Takifugu,,Takifugu
5346,98.6361,2616,0.495,100,2616,852,882,0.4939,Takifugu,,Takifugu
5347,135.2218,2525,0.6044,100,2525,1097,1189,0.627,Takifugu,,Takifugu
5350,116.1622,2601,0.5064,100,2601,812,812,0.4733,Takifugu,,Takifugu
5352,198.8281,2612,0.4229,100,2612,1798,1711,0.4249,Takifugu,,Takifugu
5354,91.7528,2549,0.5751,100,2549,774,791,0.5783,Takifugu,,Takifugu
5355,108.1757,2606,0.5207,100,2606,970,930,0.5256,Takifugu,,Takifugu
5358,100.6028,2598,0.5343,100,2598,880,886,0.5367,Takifugu,,Takifugu
5359,244.3568,2598,0.435,100,2598,2155,2142,0.4384,Takifugu,,Takifugu
